42776526,https://www.airbnb.com/rooms/42776526,20210213040005,2021-02-14,Quarto Twin,Quarto Twin<br />Casa de banho privativa<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/a5bb4bf8-1a18-416c-96ad-42d57c41967e.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15415,-8.62937,Private room in apartment,Private room,2,,1 private bath,1,2,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42776802,https://www.airbnb.com/rooms/42776802,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15569,-8.6295,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777133,https://www.airbnb.com/rooms/42777133,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15465,-8.62786,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777335,https://www.airbnb.com/rooms/42777335,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15437,-8.62939,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777379,https://www.airbnb.com/rooms/42777379,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15423,-8.62845,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777438,https://www.airbnb.com/rooms/42777438,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15432,-8.62766,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777484,https://www.airbnb.com/rooms/42777484,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15541,-8.62985,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42777522,https://www.airbnb.com/rooms/42777522,20210213040005,2021-02-14,Quarto Duplo Standard,Quarto Duplo Standard<br /><br /><b>License number</b><br />101172/AL,,https://a0.muscache.com/pictures/24b11fb0-5746-4a1f-a26a-4a0bf988d8e7.jpg,280295613,https://www.airbnb.com/users/show/280295613,Portfólio Guest House,2019-07-29,"Porto, Porto, Portugal","Located in Porto, a 9-minute walk from Music House and 1 km from Boavista Roundabout, Portfólio Guest House Premium has accommodations with free WiFi, air conditioning, a bar and a shared lounge.

There's a fully equipped private bathroom with shower and free toiletries.

A buffet breakfast is available every morning at the bed and breakfast.

Clerigos Tower is 2.1 km from Portfólio Guest House Premium, while Lello Bookshop is 2.4 km from the property. The nearest airport is Francisco Sá Carneiro Airport, 12.9 km from the accommodation.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/002c9360-6ab7-481a-b988-d1305f019639.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,,Lordelo do Ouro e Massarelos,PORTO,41.15415,-8.62956,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Private entrance"", ""Hot water"", ""Building staff""]",$35.00,1,30,1,1,30,30,1.0,30.0,,t,30,60,90,365,2021-02-14,0,0,0,,,,,,,,,,101172/AL,f,9,0,9,0,
42786649,https://www.airbnb.com/rooms/42786649,20210213040005,2021-02-13,Quiet Garden Apartment in the Heart of Porto,"Confortable apartment in the city centre. An oasis of quietness right in the heart of Porto<br /><br /><b>The space</b><br />Apartment with complete kitchen, living room, dining area, one bathrrom and one bedroom. Opens directly into a garden.<br />Right in the city centre.<br /><br /><b>License number</b><br />106305/AL","Right in the city centre, in the area of most of the best restaurants in the city. 3 minutes walking distance to the city hall and 5 minutes to Tindade metros station, with direct trains to the airport",https://a0.muscache.com/pictures/df44eeec-7935-4c8c-9f49-d49f8f5d458d.jpg,8272913,https://www.airbnb.com/users/show/8272913,Ricardo,2013-08-20,"Porto, Porto District, Portugal","",a few days or more,0%,100%,f,https://a0.muscache.com/im/pictures/user/e3baba33-d228-4456-a760-3c24f9e73627.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e3baba33-d228-4456-a760-3c24f9e73627.jpg?aki_policy=profile_x_medium,,17,17,"['email', 'phone', 'reviews']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15045,-8.61242,Entire apartment,Entire home/apt,4,,1 bath,1,3,"[""Fire extinguisher"", ""TV"", ""Kitchen"", ""First aid kit"", ""Long term stays allowed"", ""Hangers"", ""Wifi"", ""Dedicated workspace"", ""Heating"", ""Essentials"", ""Indoor fireplace""]",$35.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2021-02-13,0,0,0,,,,,,,,,,106305/AL,t,17,15,1,0,
42793609,https://www.airbnb.com/rooms/42793609,20210213040005,2021-02-14,Siza for the People - Central Duplex with Garage,"Conceived by the genius mind of the Architect Siza Vieira, one of the most awarded in the world, this originally social habitational complex is home for all kinds of people nowadays.<br />This modern art decorated duplex can be your home in Porto. If you come by car, you can park in the included garage and simply move around using the metro, which the nearest station (Lapa) is just a minute away from the apartment.<br /><br /><b>The space</b><br />This duplex has a double direct access from the street and is divided into two floors. The ground floor offers a double bedroom and a twin bedroom, and split bathrooms. The top floor comprises a bedroom, that can also be used as a common space, the living and dining room, a fully equipped kitchen, a laundry and an enclosed balcony, resulting in a heart-warming minimalist open plan.<br />This duplex apartment is meticulously decorated and fully prepared for families or groups of friends. Books, handmade sculptures and other art pieces add to t","The apartment is part of an originally social habitational complex, conceived by Siza Vieira, one of the most highly regarded architect's of its time. Nowadays, still some needy people live there, but are accompanied by art scholars and intelectuals, formind an highly heterogeneous community.<br />It's located in a central area on the edge of the historic center, from where you easily begin a walking visit to all the places of interest in the center of Porto, but at the same time quiet enough to allow you to do so with all the energy after a well-rested night.<br /><br />It is an 8 minute walk from the Clérigos Tower, probably the most iconic building in the city, and Lello Bookstore, already distinguished as the most beautiful bookstore in the world. Also close from Avenida dos Aliados, one of the city's visiting postcards with its monumental nineteenth-century buildings.<br />Also close from the Boavista area, where Casa da Música (house of music) is located as well as from Rua de Sa",https://a0.muscache.com/pictures/miso/Hosting-42793609/original/354bdf16-6357-46df-a196-d6b2d5280e1b.jpeg,340852565,https://www.airbnb.com/users/show/340852565,Maria,2020-03-08,PT,"Upon arrival, we will welcome you, check you in, and share tips on what to do or what and where to eat in the surroundings, as well as answer any other questions you may have. During your stay, we are always on hand to assist you whenever you deem necessary.",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/a13dcd99-09ea-4c99-9dcf-4ed4763cb486.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a13dcd99-09ea-4c99-9dcf-4ed4763cb486.jpg?aki_policy=profile_x_medium,,0,0,['phone'],t,f,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.15735,-8.61873,Entire apartment,Entire home/apt,6,,1.5 baths,3,6,"[""Baby safety gates"", ""Long term stays allowed"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""Pack \u2019n Play/travel crib"", ""TV"", ""Coffee maker"", ""First aid kit"", ""Dishwasher"", ""Free street parking"", ""Host greets you"", ""Wifi"", ""Shampoo"", ""Crib"", ""Bed linens"", ""Shower gel"", ""Kitchen"", ""Washer"", ""Smoke alarm"", ""Cooking basics"", ""Stove"", ""Heating"", ""Baking sheet"", ""Private entrance"", ""Hot water"", ""Fire extinguisher"", ""Cable TV"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Iron"", ""Children\u2019s books and toys"", ""Oven"", ""Microwave"", ""Dedicated workspace"", ""Hair dryer"", ""High chair"", ""Refrigerator""]",$51.00,2,1125,2,4,1125,1125,2.9,1125.0,,t,13,43,73,212,2021-02-14,4,4,0,2020-08-18,2020-12-02,100,10,9,10,10,10,9,107683/AL,t,1,1,0,0,0.66
